FACILITY,ADDRESS,LAST INSPECTED,VIOLATIONS,TOTAL # CRITICAL VIOLATIONS,TOTAL #CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,DESCRIPTION, LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY ADDRESS,CITY,ZIP CODE,NYSDOH GAZETTEER (1980),MUNICIPALITY,OPERATION NAME,PERMIT EXPIRATION DATE,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTOR ID,INSPECTION COMMENTS,FOOD SERVICE FACILITY STATE,Location1
Extreme Pizza Kitchen               ,"4106 WEST Genesee STREET,  Syracuse",01/22/2016,Item  9C-   Hair is improperly restrained; ,0,0,1,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,4106 WEST Genesee STREET,Syracuse,13219    ,335000,CAMILLUS,Extreme Pizza Kitchen,01/31/2017,,"Extreme Pizza Kitchen, Inc.",Cleland,Ryan,815847,Inspection,,Establishment has probe/metal-stem type thermometer onsite as required.,NY,"(43.046074, -76.242836)"
Food Consultants Inc @ OCC Whitney  ,"4584 WEST Seneca  TURNPIKE,  Syracuse",04/04/2016,"Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; ",0,0,1,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,4584 WEST Seneca  TURNPIKE,Syracuse,13215    ,336100,ONONDAGA,Food Consultants Inc @ OCC Whitney,01/31/2017,,"Food Consultants, Inc.",Fiacco,Thomas,815851,Inspection,,,NY,"(43.001556, -76.19453)"
Insomnia Cookies                    ,"137 Marshall STREET,  Syracuse",04/05/2016,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8B-   In use food dispensing utensils improperly stored; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,4,Food Service Establishment - Bakery,Onondaga County,ONONDAGA,137 Marshall STREET,Syracuse,13210    ,330100,SYRACUSE,Insomnia Cookies,01/31/2017,,Insomnia Cookies on the Hill LLC,Berkowitz,Seth,813559,Inspection,,,NY,"(43.041645, -76.135807)"
Burger King Restaurant #378         ,"621 Butternut STREET,  Syracuse",03/08/2016,Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; ,0,0,1,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,621 Butternut STREET,Syracuse,13208    ,330100,SYRACUSE,Burger King Restaurant #378,01/31/2017,,Carrols Corporation,Flanders,Paul,292563,Inspection,,"Also rechecking for glove use at the french fry station.  Previous violation which was noted has been corrected, all workers scooping french fries are now noted wearing gloves while using scoop.  Recommend abate and accept stipulation agreement. No further action necessary.",NY,"(43.06004, -76.146674)"
Domino's Pizza                      ,"2022 Teall AVENUE,  Syracuse",03/16/2016,"Item  8B-   In use food dispensing utensils improperly stored; Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,5,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,2022 Teall AVENUE,Syracuse,13206    ,336400,SALINA,Domino's Pizza,01/31/2017,,"Pizzacuse, LLC",Klering,Karen,590037,Inspection,,,NY,"(43.079392, -76.123365)"
Palace Theatre/Palace Café          ,"2384 James STREET,  Syracuse",03/31/2016,"Item  4A-  Critical Violation [RED] Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; Item 11D-   Non food contact surfaces of equipment not clean; ",1,0,6,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,2384 James STREET,Syracuse,13206    ,330100,SYRACUSE,Palace Theatre/Palace Cafe,01/31/2017,,"Palace Ventures, LLC",Heagarty,Michael,540404,Inspection,,,NY,"(43.068467, -76.11302)"
Cathedral Academy at Pompei         ,"923 NORTH MCBRIDE STREET,  SYRACUSE",02/23/2016,"Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; ",0,0,3,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,923 NORTH MCBRIDE STREET,SYRACUSE,13208    ,330100,SYRACUSE,Our Lady of Pompei School,12/31/2017,,Syracuse Diocese Schools,,,466931,Inspection,,"Note that there was a strong gas odor in back kitchen area where hot water tank resides.  Spoke with maintenance, he stated he would have a plumber check tank.",NY,"(43.059292, -76.148998)"
Church of Christ Soup Kitchen       ,"1327 WEST Colvin STREET,  Syracuse",09/19/2015,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,1327 WEST Colvin STREET,Syracuse,13207    ,330100,SYRACUSE,Church of Christ Soup Kitchen,01/31/2017,,Church of Christ,Griffin,Beverly,539365,Inspection,,**Note: Establishment has probe/metal-stem type thermometer onsite as required.,NY,"(43.023138, -76.159651)"
Olive Garden Restaurant #1422       ,"3343 Erie Boulevard East,  Syracuse",02/29/2016,"Item  5C-  Critical Violation [RED] Potentially hazardous foods are not stored under refrigeration except during necessary preparation or approved precooling procedures (room temperature storage).; Item  9C-   Hair is improperly restrained; Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.; ",1,0,6,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,3343 Erie Boulevard East  ,Syracuse,13214    ,335300,DEWITT,Olive Garden Restaurant #1422,01/31/2017,,"N and D Restaurants, LLC",Welch,James,293502,Inspection,,,NY,"(43.048947, -76.070568)"
China Cafe NY                       ,"227 WEST Fayette STREET,  Syracuse",03/01/2016,"Item  8F-   Improper thawing procedures used; Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,4,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,227 WEST Fayette STREET,Syracuse,13202    ,330100,SYRACUSE,China Cafe NY,01/31/2017,,"China Cafe (NY), Inc.",Chen,Qi Ping,786389,Inspection,,,NY,"(43.048638, -76.154124)"
SU Carrier Dome Vending #149        ,"900 Irving AVENUE,  Syracuse",09/12/2015,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); ",0,0,1,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,900 Irving AVENUE,Syracuse,13244    ,330100,SYRACUSE,SU Carrier Dome Vending #149,01/31/2017,,Syracuse University ,Gallipeau,Jean,293007,Inspection,,,NY,"(43.037568, -76.13832)"
Syracuse Model Neighborhood Facility,"401-425 SOUTH Avenue,  Syracuse",04/13/2016,"Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,1,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,401-425 SOUTH Avenue  ,Syracuse,13204    ,330100,SYRACUSE,Syracuse Model Neighborhood Facility,01/31/2017,,"Syracuse Model Neighborhood Facility, Inc.",,,558738,Inspection,,"Establishment has probe/metal-stem type thermometer onsite as required.

Add email to ehips",NY,"(43.03531, -76.15889)"
New Depot Grill                     ,"501 Burnet AVENUE,  Syracuse",10/21/2015,No violations found.,0,0,0,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,501 Burnet AVENUE,Syracuse,13203    ,330100,SYRACUSE,New Depot Grill,01/31/2017,,,Guilfoil,Michael,292548,Re-Inspection,,"Today's reinspection finds all previous violations have been corrected.  Recommend abate, no further action necessary.",NY,"(43.052244, -76.139035)"
Bada Bing                           ,"234 Wolf STREET,  Syracuse",11/13/2015,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; ",0,0,3,Food Service Establishment - Tavern,Onondaga County,ONONDAGA,234 Wolf STREET,Syracuse,13208    ,330100,SYRACUSE,Bada Bing,01/31/2017,,"Bear Clan Enterprises, LLC",Marzullo IV,Thomas,535783,Inspection,,,NY,"(43.070225, -76.164868)"
Gilligan's Pub                      ,"3601 James STREET,  Syracuse",03/21/2016,"Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,4,Food Service Establishment - Tavern,Onondaga County,ONONDAGA,3601 James STREET,Syracuse,13206    ,330100,SYRACUSE,Gilligan's Pub,01/31/2017,,"Gilligan's Pub, Inc.",Joyce,Kimberley,294243,Inspection,,,NY,"(43.06938, -76.096049)"
Dogs on Wheels                      ,"2100 Park STREET,  Syracuse",08/15/2015,Item  6A-  Critical Violation [RED] Potentially hazardous foods are not kept at or above 140oF during hot holding.; ,1,0,0,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,2100 Park STREET,Syracuse,13208    ,330100,SYRACUSE,Dogs on Wheels,01/31/2017,,,Yagan,Taima,294103,Inspection,,,NY,"(43.073105, -76.168889)"
Shifty's                            ,"1401  Burnet AVENUE,  Syracuse",08/31/2015,"Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); ",0,0,1,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,1401  Burnet AVENUE,Syracuse,13206    ,330100,SYRACUSE,Shifty's,01/31/2017,,"Brick & Barrel, LLC",Schultz,Ronald,540023,Re-Inspection,,Reinspection this date for violations cited during an inspection on 08-10-15 The majority of vilations have been corrected at this time. A stipulation agreement offered for a reduced fine can be accepted at this time. Recommend abatement.,NY,"(43.055037, -76.119303)"
Julie's Place/Karen's Catering      ,"770 James STREET,  Syracuse",08/10/2015,"Item  1H-  Critical Violation [RED] Food from unapproved source, spoiled, adulterated on premises.; Item  4A-  Critical Violation [RED] Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.; Item  5A-  Critical Violation [RED] Potentially hazardous foods are not kept at or below 45oF during cold holding, except smoked fish not kept at or below 38oF during cold holding.; Item  5B-  Critical Violation [RED] Potentially hazardous foods are not cooled by an approved method where the food temperature can be reduced from 120oF to 70oF or less within two hours and 70oF to 45oF within four hours.; Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",4,0,9,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,770 James STREET,Syracuse,13203    ,330100,SYRACUSE,Julie's Place/Karen's Catering,01/31/2017,,JBD Associates,White,Karen,293402,Inspection,,,NY,"(43.055879, -76.14116)"
Camillus Subway                     ,"4109 WEST Genesee STREET,  Syracuse",05/20/2016,"Item  5A-  Critical Violation [RED] Potentially hazardous foods are not kept at or below 45oF during cold holding, except smoked fish not kept at or below 38oF during cold holding.; Item  5D-  Critical Violation [RED] Potentially hazardous foods such as salads prepared from potatoes or macaroni are not prepared as recommended using prechilled ingredients and not  prechilled to 45oF or less as recommended before they are stored on buffet lines.; Item  5E-  Critical Violation [RED] Enough refrigerated storage equipment is not present, properly designed, maintained or operated so that all potentially hazardous foods are cooled properly and stored below 45oF as required.; Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; ",4,0,1,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,4109 WEST Genesee STREET,Syracuse,13219    ,335000,CAMILLUS,Camillus Subway,01/31/2017,,Joe-El Corporation,Liseno,William,538454,Inspection,,"Establishment has probe/metal-stem type thermometer onsite as required.

Reinspection required.  Reach-in cooler must be repaired prior to storing any potentially hazardous food items.",NY,"(43.045964, -76.242815)"
Bishop's Academy at Most Holy Rosary,"1031 BELLEVUE AVENUE,  SYRACUSE",05/25/2016,No violations found.,0,0,0,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,1031 BELLEVUE AVENUE,SYRACUSE,13207    ,330100,SYRACUSE,Bishop's Academy at Most Holy Rosary,08/31/2016,,Syracuse Diocese Schools,,,466922,Inspection,,Conditions appear to be satisfactory at this time.,NY,"(43.03025, -76.16984)"
