facility,address,zip,date_of_inspection,nys_health_operation_id,inspection_type,food_service_type,food_service_description,lat,lng,num_critical,num_non_critical,num_critical_not_corrected,num_critical_previous,num_non_critical_previous,num_non_critical_not_corrected_previous
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2012-03-16,726812,Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,1,0,0,0,4,0
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2013-03-25,726812,Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,0,0,0,1,0,0
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2014-04-07,726812,Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,2,1,0,0,0,0
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2014-05-08,726812,Re-Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,0,0,0,2,1,0
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2015-05-05,726812,Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,0,4,0,0,0,0
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2016-06-06,726812,Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,0,2,0,0,4,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2006-11-06,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,3,0,NA,NA,NA
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2007-08-16,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,3,6,0,0,3,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2008-05-15,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,1,4,0,3,6,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2009-05-26,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,2,7,0,1,4,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2009-06-08,556539,Re-Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,1,0,2,7,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2010-05-06,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,4,2,0,0,1,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2010-05-20,556539,Re-Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,4,1,0,4,2,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2011-02-03,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,4,0,4,1,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2012-01-12,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,2,0,0,4,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2012-08-13,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,3,0,0,2,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2013-04-29,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,1,0,0,3,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2013-10-07,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,0,0,0,1,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2014-09-17,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,2,0,0,0,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2014-10-07,556539,Re-Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,0,0,0,2,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2015-06-08,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,3,0,0,0,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2015-06-30,556539,Re-Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,0,0,0,0,3,0
Starbucks Coffee Company #11424,"9737 Carousel Center DRIVE,  Syracuse",13290,2016-02-24,556539,Inspection,Food Service Establishment,Restaurant,43.070583,-76.169844,2,3,0,0,0,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2007-01-04,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,3,0,NA,NA,NA
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2008-02-11,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,1,4,0,0,3,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2009-08-20,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,1,1,0,1,4,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2010-05-21,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,2,0,1,1,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2011-06-29,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,2,0,0,2,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2012-02-08,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,2,0,0,2,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2012-12-27,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,3,0,0,2,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2013-08-20,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,1,0,0,3,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2014-07-03,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,0,0,0,1,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2015-08-18,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,0,0,0,0,0
Starbucks Coffee Company #7532,"177 Marshall STREET,  Syracuse",13210,2016-05-18,294471,Inspection,Food Service Establishment,Restaurant,43.041645,-76.134986,0,2,0,0,0,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2006-10-02,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,1,2,0,NA,NA,NA
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2007-07-30,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,1,3,0,1,2,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2008-06-13,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,3,3,1,1,3,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2008-06-27,547305,Re-Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,0,0,0,3,3,1
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2009-04-16,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,2,5,0,0,0,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2009-04-30,547305,Re-Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,0,0,0,2,5,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2010-04-28,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,1,0,0,0,0,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2011-06-02,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,0,2,0,1,0,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2012-02-16,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,0,3,0,0,2,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2013-03-18,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,0,2,0,0,3,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2014-04-14,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,1,2,0,0,2,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2015-05-12,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,1,1,0,1,2,0
Starbucks Coffee Company #9720,"290 WEST Jefferson STREET,  Syracuse",13202,2016-04-15,547305,Inspection,Food Service Establishment,Restaurant,43.047566,-76.155307,0,1,0,1,1,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2007-02-23,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,0,2,0,NA,NA,NA
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2007-07-16,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,0,1,0,0,2,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2008-01-15,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,5,19,0,0,1,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2008-01-28,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,1,12,0,5,19,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2008-02-05,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,0,1,0,1,12,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2009-02-06,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,4,11,0,0,1,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2010-01-06,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,5,10,0,4,11,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2010-01-19,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,1,2,0,5,10,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2010-07-15,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,0,0,0,1,2,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2011-01-06,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,4,9,0,0,0,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2011-01-24,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,0,3,0,4,9,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2012-01-24,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,1,27,0,0,3,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2012-02-15,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,0,6,0,1,27,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2013-02-01,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,3,20,0,0,6,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2013-02-21,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,0,9,0,3,20,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2014-03-05,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,7,30,0,0,9,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2014-03-24,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,0,5,0,7,30,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2014-12-23,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,3,23,0,0,5,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2015-01-22,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,1,8,0,3,23,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2015-10-26,560352,Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,3,17,0,1,8,0
Steak & Sundae,"1830 Teall AVENUE,  Syracuse",13206,2015-11-13,560352,Re-Inspection,Food Service Establishment,Restaurant,43.074131,-76.123149,1,6,0,3,17,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2006-03-15,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,1,4,0,NA,NA,NA
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2007-04-12,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,1,4,0,1,4,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2008-01-15,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,2,2,0,1,4,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2009-02-26,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,0,2,0,2,2,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2010-02-17,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,0,2,0,0,2,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2011-02-28,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,0,3,0,0,2,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2012-02-06,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,0,0,0,0,3,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2013-10-25,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,0,4,0,0,0,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2014-09-23,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,0,1,0,0,4,0
Stefons Place,"713 EAST Genesee  STREET,  Syracuse",13210,2015-10-14,539828,Inspection,Food Service Establishment,Restaurant,43.047423,-76.141165,0,0,0,0,1,0
Stella's Diner,"110 Wolf STREET,  Syracuse",13208,2014-10-09,884293,Inspection,Food Service Establishment,Restaurant,NA,NA,3,7,0,NA,NA,NA
Stella's Diner,"110 Wolf STREET,  Syracuse",13208,2015-10-28,884293,Inspection,Food Service Establishment,Restaurant,NA,NA,0,13,0,3,7,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2006-02-06,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,1,4,0,NA,NA,NA
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2007-07-19,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,5,0,1,4,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2008-04-07,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,1,4,0,0,5,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2009-04-06,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,2,5,0,1,4,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2010-04-20,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,1,6,0,2,5,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2010-05-05,292626,Re-Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,0,0,1,6,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2011-05-27,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,8,0,0,0,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2012-01-04,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,1,9,0,0,8,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2012-01-25,292626,Re-Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,2,0,1,9,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2012-11-09,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,6,0,0,2,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2013-06-25,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,7,0,0,6,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2014-05-29,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,13,0,0,7,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2014-07-02,292626,Re-Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,1,10,0,0,13,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2014-07-10,292626,Re-Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,1,0,1,10,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2015-04-21,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,5,0,0,1,0
Steve's Restaurant,"401 Milton AVENUE,  Syracuse",13204,2016-06-01,292626,Inspection,Food Service Establishment,Restaurant,43.049979,-76.188064,0,2,0,0,5,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2006-02-27,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,3,0,NA,NA,NA
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2007-03-26,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,10,0,0,3,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2008-01-24,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,3,0,0,10,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2009-03-02,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,7,0,0,3,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2010-02-22,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,1,4,0,0,7,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2010-03-15,293607,Re-Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,0,0,1,4,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2011-04-26,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,1,7,0,0,0,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2012-07-03,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,4,0,1,7,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2013-08-15,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,1,0,0,4,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2014-09-16,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,3,0,0,1,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2015-02-12,293607,Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,2,2,0,0,3,0
Stone Throwers Cafe,"116 Burnet Park DRIVE,  Syracuse",13204,2015-06-29,293607,Re-Inspection,Food Service Establishment,Restaurant,43.046169,-76.18506,0,0,0,2,2,0
